DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
84Q359,Academy of the City Charter School,2014-15,361,0,80,112,56,56,57,0,0,0,0,0,0,0,0,186,51.5%,175,48.5%,75,20.8%,51,14.1%,178,49.3%,12,3.3%,45,12.5%,43,11.9%,49,13.6%,265,73.4%,57.9%
84Q359,Academy of the City Charter School,2015-16,417,0,57,83,113,54,57,53,0,0,0,0,0,0,0,209,50.1%,208,49.9%,86,20.6%,51,12.2%,213,51.1%,10,2.4%,57,13.7%,43,10.3%,41,9.8%,307,73.6%,53.7%
84Q359,Academy of the City Charter School,2016-17,413,0,57,56,84,105,54,57,0,0,0,0,0,0,0,205,49.6%,208,50.4%,81,19.6%,43,10.4%,213,51.6%,14,3.4%,62,15.0%,53,12.8%,47,11.4%,301,72.9%,49.9%
84Q359,Academy of the City Charter School,2017-18,409,0,55,56,58,81,109,50,0,0,0,0,0,0,0,213,52.1%,196,47.9%,78,19.1%,37,9.0%,223,54.5%,13,3.2%,58,14.2%,49,12.0%,47,11.5%,299,73.1%,61.1%
84Q359,Academy of the City Charter School,2018-19,413,0,55,56,58,55,82,107,0,0,0,0,0,0,0,223,54.0%,190,46.0%,93,22.5%,32,7.7%,219,53.0%,1,0.2%,68,16.5%,46,11.1%,41,9.9%,290,70.2%,54.9%
84Q372,Growing Up Green Charter School II,2016-17,224,33,65,67,59,0,0,0,0,0,0,0,0,0,0,101,45.1%,123,54.9%,23,10.3%,119,53.1%,71,31.7%,5,2.2%,6,2.7%,52,23.2%,17,7.6%,168,75.0%,56.0%
84Q372,Growing Up Green Charter School II,2017-18,293,33,67,69,67,57,0,0,0,0,0,0,0,0,0,137,46.8%,156,53.2%,38,13.0%,160,54.6%,83,28.3%,6,2.0%,6,2.0%,57,19.5%,29,9.9%,232,79.2%,69.0%
84Q372,Growing Up Green Charter School II,2018-19,391,34,70,79,71,72,65,0,0,0,0,0,0,0,0,175,44.8%,216,55.2%,52,13.3%,204,52.2%,110,28.1%,13,3.3%,12,3.1%,74,18.9%,37,9.5%,301,77.0%,65.7%
84Q373,New Visions Charter High School for the Humanities,2017-18,86,0,0,0,0,0,0,0,0,0,0,86,0,0,0,37,43.0%,49,57.0%,5,5.8%,51,59.3%,18,20.9%,8,9.3%,4,4.7%,21,24.4%,2,2.3%,72,83.7%,72.0%
84Q373,New Visions Charter High School for the Humanities,2018-19,189,0,0,0,0,0,0,0,0,0,0,106,83,0,0,93,49.2%,96,50.8%,6,3.2%,116,61.4%,47,24.9%,10,5.3%,10,5.3%,34,18.0%,2,1.1%,145,76.7%,69.0%
84Q374,Success Academy Charter School - South Jamaica,2016-17,159,0,97,62,0,0,0,0,0,0,0,0,0,0,0,85,53.5%,74,46.5%,8,5.0%,118,74.2%,23,14.5%,9,5.7%,1,0.6%,27,17.0%,0,0.0%,82,51.6%,55.2%
84Q374,Success Academy Charter School - South Jamaica,2017-18,232,0,69,100,63,0,0,0,0,0,0,0,0,0,0,123,53.0%,109,47.0%,19,8.2%,163,70.3%,35,15.1%,11,4.7%,4,1.7%,41,17.7%,4,1.7%,168,72.4%,67.5%
84Q374,Success Academy Charter School - South Jamaica,2018-19,304,0,65,95,91,53,0,0,0,0,0,0,0,0,0,168,55.3%,136,44.7%,36,11.8%,198,65.1%,43,14.1%,15,4.9%,12,3.9%,42,13.8%,9,3.0%,220,72.4%,60.4%
84Q375,Success Academy Charter School - Far Rockaway,2016-17,154,0,91,63,0,0,0,0,0,0,0,0,0,0,0,68,44.2%,86,55.8%,0,0.0%,113,73.4%,30,19.5%,7,4.5%,4,2.6%,31,20.1%,2,1.3%,129,83.8%,68.6%
84Q375,Success Academy Charter School - Far Rockaway,2017-18,271,0,67,113,91,0,0,0,0,0,0,0,0,0,0,128,47.2%,143,52.8%,3,1.1%,199,73.4%,53,19.6%,9,3.3%,7,2.6%,54,19.9%,1,0.4%,212,78.2%,72.5%
84Q375,Success Academy Charter School - Far Rockaway,2018-19,409,0,129,99,102,79,0,0,0,0,0,0,0,0,0,196,47.9%,213,52.1%,5,1.2%,309,75.6%,75,18.3%,11,2.7%,9,2.2%,82,20.0%,6,1.5%,330,80.7%,69.7%
84Q380,Forte Preparatory Academy Charter School,2017-18,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,34,38.6%,54,61.4%,3,3.4%,5,5.7%,79,89.8%,0,0.0%,1,1.1%,17,19.3%,17,19.3%,79,89.8%,80.9%
84Q380,Forte Preparatory Academy Charter School,2018-19,180,0,0,0,0,0,0,92,88,0,0,0,0,0,0,82,45.6%,98,54.4%,6,3.3%,17,9.4%,154,85.6%,0,0.0%,3,1.7%,36,20.0%,30,16.7%,160,88.9%,80.4%
84Q385,Elm Community Charter School,2018-19,104,0,54,50,0,0,0,0,0,0,0,0,0,0,0,57,54.8%,47,45.2%,12,11.5%,6,5.8%,77,74.0%,5,4.8%,4,3.8%,17,16.3%,36,34.6%,80,76.9%,69.2%
84Q386,Our World Neighborhood Charter School 2,2018-19,95,0,48,29,18,0,0,0,0,0,0,0,0,0,0,48,50.5%,47,49.5%,5,5.3%,50,52.6%,30,31.6%,5,5.3%,5,5.3%,14,14.7%,5,5.3%,67,70.5%,68.4%
84Q704,Merrick Academy - Queens Public Charter School,2014-15,501,0,70,74,98,80,77,80,22,0,0,0,0,0,0,249,49.7%,252,50.3%,25,5.0%,445,88.8%,19,3.8%,10,2.0%,2,0.4%,52,10.4%,12,2.4%,221,44.1%,42.4%
84Q704,Merrick Academy - Queens Public Charter School,2015-16,526,0,98,82,86,107,81,72,0,0,0,0,0,0,0,261,49.6%,265,50.4%,21,4.0%,469,89.2%,25,4.8%,10,1.9%,1,0.2%,70,13.3%,14,2.7%,222,42.2%,42.8%
84Q704,Merrick Academy - Queens Public Charter School,2016-17,553,0,79,113,83,83,112,83,0,0,0,0,0,0,0,281,50.8%,272,49.2%,18,3.3%,499,90.2%,25,4.5%,10,1.8%,1,0.2%,84,15.2%,13,2.4%,423,76.5%,42.0%
84Q704,Merrick Academy - Queens Public Charter School,2017-18,551,0,82,80,108,89,90,102,0,0,0,0,0,0,0,276,50.1%,275,49.9%,14,2.5%,498,90.4%,22,4.0%,16,2.9%,1,0.2%,110,20.0%,16,2.9%,393,71.3%,55.4%
84Q704,Merrick Academy - Queens Public Charter School,2018-19,513,0,98,80,81,91,79,84,0,0,0,0,0,0,0,260,50.7%,253,49.3%,3,0.6%,471,91.8%,24,4.7%,13,2.5%,2,0.4%,98,19.1%,9,1.8%,325,63.4%,55.2%
84Q705,Renaissance Charter School,2014-15,567,18,25,25,23,23,24,52,55,54,54,58,55,53,48,275,48.5%,292,51.5%,103,18.2%,57,10.1%,325,57.3%,6,1.1%,76,13.4%,90,15.9%,37,6.5%,219,38.6%,50.5%
84Q705,Renaissance Charter School,2015-16,561,18,25,25,25,23,24,54,50,54,52,54,54,55,48,269,48.0%,292,52.0%,103,18.4%,47,8.4%,327,58.3%,6,1.1%,78,13.9%,88,15.7%,28,5.0%,206,36.7%,51.9%
84Q705,Renaissance Charter School,2016-17,568,18,25,25,25,25,24,51,52,52,54,56,54,51,56,277,48.8%,291,51.2%,100,17.6%,42,7.4%,348,61.3%,7,1.2%,71,12.5%,96,16.9%,34,6.0%,438,77.1%,49.8%
84Q705,Renaissance Charter School,2017-18,565,18,25,25,26,25,26,52,51,52,53,57,54,52,49,280,49.6%,285,50.4%,106,18.8%,38,6.7%,349,61.8%,9,1.6%,63,11.2%,96,17.0%,44,7.8%,424,75.0%,59.3%
84Q705,Renaissance Charter School,2018-19,576,18,25,24,25,26,26,55,55,54,55,57,53,51,52,301,52.3%,275,47.7%,110,19.1%,33,5.7%,372,64.6%,9,1.6%,52,9.0%,94,16.3%,43,7.5%,384,66.7%,56.3%
84Q706,Our World Neighborhood Charter School,2014-15,709,0,74,81,81,80,80,78,77,80,78,0,0,0,0,340,48.0%,369,52.0%,126,17.8%,48,6.8%,315,44.4%,12,1.7%,208,29.3%,57,8.0%,51,7.2%,542,76.4%,47.0%
84Q706,Our World Neighborhood Charter School,2015-16,708,0,92,77,78,80,80,77,75,75,74,0,0,0,0,339,47.9%,369,52.1%,123,17.4%,48,6.8%,309,43.6%,19,2.7%,209,29.5%,57,8.1%,49,6.9%,488,68.9%,46.6%
84Q706,Our World Neighborhood Charter School,2016-17,733,0,72,109,82,83,81,82,77,73,74,0,0,0,0,347,47.3%,386,52.7%,130,17.7%,49,6.7%,299,40.8%,20,2.7%,235,32.1%,72,9.8%,74,10.1%,562,76.7%,45.4%
84Q706,Our World Neighborhood Charter School,2017-18,730,0,73,79,112,83,82,82,78,78,63,0,0,0,0,353,48.4%,377,51.6%,133,18.2%,47,6.4%,284,38.9%,24,3.3%,242,33.2%,79,10.8%,58,7.9%,554,75.9%,58.3%
84Q706,Our World Neighborhood Charter School,2018-19,731,0,74,79,81,107,80,79,81,75,75,0,0,0,0,359,49.1%,372,50.9%,138,18.9%,41,5.6%,284,38.9%,29,4.0%,239,32.7%,80,10.9%,43,5.9%,538,73.6%,54.0%
84R012,New Ventures Charter School,2015-16,53,0,0,0,0,0,0,0,0,0,0,1,29,17,6,26,49.1%,27,50.9%,1,1.9%,10,18.9%,13,24.5%,0,0.0%,29,54.7%,24,45.3%,0,0.0%,33,62.3%,53.5%
84R012,New Ventures Charter School,2016-17,93,0,0,0,0,0,0,0,0,0,0,4,49,28,12,44,47.3%,49,52.7%,3,3.2%,18,19.4%,28,30.1%,0,0.0%,44,47.3%,38,40.9%,1,1.1%,56,60.2%,45.5%
84R012,New Ventures Charter School,2017-18,127,0,0,0,0,0,0,0,0,0,0,4,39,54,30,66,52.0%,61,48.0%,4,3.1%,26,20.5%,36,28.3%,2,1.6%,59,46.5%,45,35.4%,3,2.4%,66,52.0%,49.7%
84R012,New Ventures Charter School,2018-19,125,0,0,0,0,0,0,0,0,0,0,2,45,58,20,72,57.6%,53,42.4%,1,0.8%,22,17.6%,51,40.8%,3,2.4%,48,38.4%,48,38.4%,3,2.4%,76,60.8%,63.8%
84R067,John W. Lavelle Preparatory Charter School,2014-15,443,0,0,0,0,0,0,0,133,136,96,33,32,13,0,212,47.9%,231,52.1%,27,6.1%,177,40.0%,158,35.7%,9,2.0%,72,16.3%,158,35.7%,12,2.7%,333,75.2%,54.5%
84R067,John W. Lavelle Preparatory Charter School,2015-16,494,0,0,0,0,0,0,0,134,119,118,52,30,29,12,241,48.8%,253,51.2%,25,5.1%,197,39.9%,189,38.3%,7,1.4%,76,15.4%,177,35.8%,11,2.2%,358,72.5%,54.9%
84R067,John W. Lavelle Preparatory Charter School,2016-17,642,0,0,0,0,49,50,47,99,118,109,68,48,29,25,307,47.8%,335,52.2%,23,3.6%,258,40.2%,269,41.9%,10,1.6%,82,12.8%,221,34.4%,18,2.8%,497,77.4%,58.2%
84R067,John W. Lavelle Preparatory Charter School,2017-18,697,0,0,0,0,44,66,82,103,92,113,64,57,46,30,327,46.9%,370,53.1%,19,2.7%,294,42.2%,299,42.9%,12,1.7%,73,10.5%,253,36.3%,17,2.4%,531,76.2%,68.9%
84R067,John W. Lavelle Preparatory Charter School,2018-19,752,0,0,0,0,76,69,74,129,102,80,67,54,57,44,350,46.5%,402,53.5%,16,2.1%,312,41.5%,333,44.3%,19,2.5%,72,9.6%,281,37.4%,15,2.0%,558,74.2%,68.9%
84R070,Lois and Richard Nicotra Early College Charter Sch,2018-19,83,0,0,0,0,0,0,0,0,0,43,40,0,0,0,42,50.6%,41,49.4%,4,4.8%,29,34.9%,31,37.3%,6,7.2%,13,15.7%,26,31.3%,4,4.8%,58,69.9%,68.8%
84R073,New World Preparatory Charter School,2014-15,351,0,0,0,0,0,0,0,126,132,93,0,0,0,0,171,48.7%,180,51.3%,5,1.4%,147,41.9%,186,53.0%,3,0.9%,10,2.8%,75,21.4%,31,8.8%,321,91.5%,73.4%
84R073,New World Preparatory Charter School,2015-16,381,0,0,0,0,0,0,0,133,129,119,0,0,0,0,203,53.3%,178,46.7%,6,1.6%,135,35.4%,225,59.1%,2,0.5%,13,3.4%,81,21.3%,42,11.0%,354,92.9%,72.9%
84R073,New World Preparatory Charter School,2016-17,387,0,0,0,0,0,0,0,131,128,128,0,0,0,0,193,49.9%,194,50.1%,4,1.0%,100,25.8%,261,67.4%,3,0.8%,19,4.9%,105,27.1%,55,14.2%,363,93.8%,71.7%
84R073,New World Preparatory Charter School,2017-18,378,0,0,0,0,0,0,0,134,119,125,0,0,0,0,205,54.2%,173,45.8%,7,1.9%,95,25.1%,255,67.5%,2,0.5%,19,5.0%,91,24.1%,46,12.2%,355,93.9%,83.2%
84R073,New World Preparatory Charter School,2018-19,412,0,0,0,0,0,0,41,131,126,114,0,0,0,0,205,49.8%,207,50.2%,5,1.2%,94,22.8%,294,71.4%,4,1.0%,15,3.6%,104,25.2%,60,14.6%,378,91.7%,83.8%
84X124,Children's Aid College Prep Charter School,2014-15,280,0,68,70,73,69,0,0,0,0,0,0,0,0,0,135,48.2%,145,51.8%,2,0.7%,120,42.9%,145,51.8%,8,2.9%,5,1.8%,55,19.6%,31,11.1%,243,86.8%,85.2%
84X124,Children's Aid College Prep Charter School,2015-16,306,0,26,71,67,72,70,0,0,0,0,0,0,0,0,151,49.3%,155,50.7%,4,1.3%,133,43.5%,156,51.0%,7,2.3%,6,2.0%,62,20.3%,26,8.5%,258,84.3%,83.5%
84X124,Children's Aid College Prep Charter School,2016-17,420,0,66,65,71,71,77,70,0,0,0,0,0,0,0,211,50.2%,209,49.8%,5,1.2%,195,46.4%,203,48.3%,10,2.4%,7,1.7%,83,19.8%,19,4.5%,332,79.0%,78.1%
84X124,Children's Aid College Prep Charter School,2017-18,503,0,69,75,73,70,72,74,70,0,0,0,0,0,0,257,51.1%,246,48.9%,9,1.8%,228,45.3%,249,49.5%,10,2.0%,7,1.4%,107,21.3%,36,7.2%,426,84.7%,86.8%
84X124,Children's Aid College Prep Charter School,2018-19,600,0,74,75,78,75,78,73,75,72,0,0,0,0,0,315,52.5%,285,47.5%,7,1.2%,257,42.8%,315,52.5%,12,2.0%,9,1.5%,132,22.0%,57,9.5%,456,76.0%,85.0%
84X133,Icahn Charter School 6,2014-15,177,0,39,37,37,31,33,0,0,0,0,0,0,0,0,103,58.2%,74,41.8%,1,0.6%,95,53.7%,77,43.5%,2,1.1%,2,1.1%,17,9.6%,6,3.4%,157,88.7%,83.5%
84X133,Icahn Charter School 6,2015-16,216,0,38,40,39,33,34,32,0,0,0,0,0,0,0,119,55.1%,97,44.9%,1,0.5%,125,57.9%,86,39.8%,2,0.9%,2,0.9%,21,9.7%,6,2.8%,193,89.4%,79.3%
84X133,Icahn Charter School 6,2016-17,291,0,41,42,44,42,40,40,42,0,0,0,0,0,0,161,55.3%,130,44.7%,1,0.3%,172,59.1%,113,38.8%,3,1.0%,2,0.7%,24,8.2%,11,3.8%,263,90.4%,79.6%
84X133,Icahn Charter School 6,2017-18,332,0,36,42,46,40,44,42,42,40,0,0,0,0,0,183,55.1%,149,44.9%,1,0.3%,186,56.0%,141,42.5%,3,0.9%,1,0.3%,34,10.2%,10,3.0%,300,90.4%,87.7%
84X133,Icahn Charter School 6,2018-19,349,0,39,34,39,42,37,41,41,40,36,0,0,0,0,193,55.3%,156,44.7%,4,1.1%,195,55.9%,146,41.8%,2,0.6%,2,0.6%,33,9.5%,16,4.6%,287,82.2%,84.1%
84X165,Grand Concourse Charter School,2014-15,389,0,44,59,66,83,85,52,0,0,0,0,0,0,0,209,53.7%,180,46.3%,11,2.8%,171,44.0%,198,50.9%,4,1.0%,5,1.3%,42,10.8%,93,23.9%,358,92.0%,84.9%
84X165,Grand Concourse Charter School,2015-16,497,0,97,69,66,65,74,82,44,0,0,0,0,0,0,266,53.5%,231,46.5%,17,3.4%,201,40.4%,266,53.5%,4,0.8%,9,1.8%,51,10.3%,90,18.1%,457,92.0%,80.5%
84X165,Grand Concourse Charter School,2016-17,556,0,70,99,72,75,56,73,71,40,0,0,0,0,0,293,52.7%,263,47.3%,23,4.1%,197,35.4%,313,56.3%,10,1.8%,13,2.3%,59,10.6%,86,15.5%,499,89.7%,77.0%
84X165,Grand Concourse Charter School,2017-18,559,0,66,71,78,68,62,60,57,59,38,0,0,0,0,295,52.8%,264,47.2%,20,3.6%,194,34.7%,324,58.0%,10,1.8%,11,2.0%,60,10.7%,80,14.3%,501,89.6%,81.3%
84X165,Grand Concourse Charter School,2018-19,573,0,63,73,82,74,60,58,62,48,53,0,0,0,0,301,52.5%,272,47.5%,25,4.4%,184,32.1%,339,59.2%,14,2.4%,11,1.9%,61,10.6%,61,10.6%,467,81.5%,75.4%
84X177,Mott Hall Charter School,2014-15,199,0,0,0,0,0,0,0,73,47,79,0,0,0,0,106,53.3%,93,46.7%,1,0.5%,92,46.2%,104,52.3%,1,0.5%,1,0.5%,42,21.1%,16,8.0%,183,92.0%,80.9%
84X177,Mott Hall Charter School,2015-16,245,0,0,0,0,0,0,0,109,81,55,0,0,0,0,125,51.0%,120,49.0%,1,0.4%,98,40.0%,141,57.6%,5,2.0%,0,0.0%,46,18.8%,24,9.8%,218,89.0%,84.2%
84X177,Mott Hall Charter School,2016-17,294,0,0,0,0,0,0,0,107,108,79,0,0,0,0,146,49.7%,148,50.3%,1,0.3%,110,37.4%,173,58.8%,7,2.4%,3,1.0%,52,17.7%,33,11.2%,277,94.2%,83.4%
84X177,Mott Hall Charter School,2017-18,254,0,0,0,0,0,0,0,78,87,89,0,0,0,0,116,45.7%,138,54.3%,1,0.4%,93,36.6%,151,59.4%,6,2.4%,3,1.2%,46,18.1%,40,15.7%,248,97.6%,93.5%
84X177,Mott Hall Charter School,2018-19,268,0,0,0,0,0,0,0,83,100,85,0,0,0,0,133,49.6%,135,50.4%,1,0.4%,104,38.8%,155,57.8%,5,1.9%,3,1.1%,42,15.7%,38,14.2%,263,98.1%,92.6%
84X185,Bronx Lighthouse Charter School,2014-15,680,0,48,47,48,48,48,48,48,65,67,63,71,37,42,366,53.8%,314,46.2%,5,0.7%,250,36.8%,416,61.2%,6,0.9%,3,0.4%,96,14.1%,50,7.4%,584,85.9%,74.3%
84X185,Bronx Lighthouse Charter School,2015-16,661,0,47,47,47,46,48,48,47,43,66,59,72,61,30,340,51.4%,321,48.6%,7,1.1%,234,35.4%,410,62.0%,7,1.1%,3,0.5%,99,15.0%,53,8.0%,541,81.8%,73.2%
84X185,Bronx Lighthouse Charter School,2016-17,668,0,46,43,46,47,47,48,48,46,43,105,69,17,63,347,51.9%,321,48.1%,7,1.0%,230,34.4%,424,63.5%,5,0.7%,2,0.3%,113,16.9%,48,7.2%,599,89.7%,73.5%
84X185,Bronx Lighthouse Charter School,2017-18,650,0,52,53,52,47,45,44,42,46,37,60,67,49,56,354,54.5%,296,45.5%,7,1.1%,212,32.6%,423,65.1%,6,0.9%,2,0.3%,114,17.5%,47,7.2%,593,91.2%,81.5%
84X185,Bronx Lighthouse Charter School,2018-19,673,0,49,52,51,54,49,47,45,44,41,71,80,37,53,363,53.9%,310,46.1%,6,0.9%,207,30.8%,446,66.3%,11,1.6%,3,0.4%,112,16.6%,86,12.8%,618,91.8%,82.4%
84X200,New Visions A.I.M. Charter High School II,2014-15,263,0,0,0,0,0,0,0,0,0,0,263,0,0,0,120,45.6%,143,54.4%,2,0.8%,91,34.6%,160,60.8%,5,1.9%,5,1.9%,104,39.5%,31,11.8%,206,78.3%,80.6%
84X200,New Visions A.I.M. Charter High School II,2015-16,233,0,0,0,0,0,0,0,0,0,0,183,35,14,1,116,49.8%,117,50.2%,3,1.3%,97,41.6%,126,54.1%,3,1.3%,4,1.7%,105,45.1%,25,10.7%,206,88.4%,82.4%
84X200,New Visions A.I.M. Charter High School II,2016-17,240,0,0,0,0,0,0,0,0,0,0,155,41,27,17,119,49.6%,121,50.4%,2,0.8%,109,45.4%,121,50.4%,3,1.3%,5,2.1%,117,48.8%,27,11.2%,183,76.2%,82.2%
84X200,New Visions A.I.M. Charter High School II,2017-18,209,0,0,0,0,0,0,0,0,0,0,113,54,24,18,88,42.1%,121,57.9%,1,0.5%,108,51.7%,94,45.0%,4,1.9%,2,1.0%,111,53.1%,17,8.1%,190,90.9%,94.1%
84X200,New Visions A.I.M. Charter High School II,2018-19,190,0,0,0,0,0,0,0,0,0,0,70,50,41,29,89,46.8%,101,53.2%,1,0.5%,97,51.1%,85,44.7%,3,1.6%,4,2.1%,91,47.9%,10,5.3%,169,88.9%,93.9%
84X202,New Visions Charter High School for Advanced Math,2014-15,382,0,0,0,0,0,0,0,0,0,0,143,122,117,0,196,51.3%,186,48.7%,12,3.1%,172,45.0%,189,49.5%,8,2.1%,1,0.3%,60,15.7%,43,11.3%,362,94.8%,77.8%
84X202,New Visions Charter High School for Advanced Math,2015-16,518,0,0,0,0,0,0,0,0,0,0,164,132,113,109,265,51.2%,253,48.8%,12,2.3%,231,44.6%,255,49.2%,16,3.1%,4,0.8%,80,15.4%,47,9.1%,431,83.2%,78.8%
84X202,New Visions Charter High School for Advanced Math,2016-17,559,0,0,0,0,0,0,0,0,0,0,159,168,122,110,284,50.8%,275,49.2%,15,2.7%,239,42.8%,283,50.6%,16,2.9%,6,1.1%,98,17.5%,56,10.0%,500,89.4%,79.1%
84X202,New Visions Charter High School for Advanced Math,2017-18,548,0,0,0,0,0,0,0,0,0,0,146,121,134,147,269,49.1%,279,50.9%,10,1.8%,236,43.1%,274,50.0%,22,4.0%,6,1.1%,91,16.6%,55,10.0%,493,90.0%,83.0%
84X202,New Visions Charter High School for Advanced Math,2018-19,551,0,0,0,0,0,0,0,0,0,0,156,150,115,130,277,50.3%,274,49.7%,5,0.9%,226,41.0%,291,52.8%,21,3.8%,8,1.5%,100,18.1%,53,9.6%,463,84.0%,82.1%
84X208,New Visions Charter High School for the Humanities,2014-15,354,0,0,0,0,0,0,0,0,0,0,134,124,96,0,161,45.5%,193,54.5%,1,0.3%,129,36.4%,215,60.7%,7,2.0%,2,0.6%,83,23.4%,41,11.6%,301,85.0%,80.1%
84X208,New Visions Charter High School for the Humanities,2015-16,445,0,0,0,0,0,0,0,0,0,0,128,165,69,83,217,48.8%,228,51.2%,2,0.4%,163,36.6%,275,61.8%,2,0.4%,3,0.7%,92,20.7%,57,12.8%,383,86.1%,78.1%
84X208,New Visions Charter High School for the Humanities,2016-17,476,0,0,0,0,0,0,0,0,0,0,138,120,129,89,237,49.8%,239,50.2%,2,0.4%,178,37.4%,289,60.7%,5,1.1%,2,0.4%,99,20.8%,69,14.5%,376,79.0%,77.2%
84X208,New Visions Charter High School for the Humanities,2017-18,488,0,0,0,0,0,0,0,0,0,0,156,150,93,89,255,52.3%,233,47.7%,6,1.2%,191,39.1%,279,57.2%,10,2.0%,2,0.4%,101,20.7%,70,14.3%,404,82.8%,83.3%
84X208,New Visions Charter High School for the Humanities,2018-19,491,0,0,0,0,0,0,0,0,0,0,141,123,131,96,252,51.3%,239,48.7%,9,1.8%,184,37.5%,282,57.4%,11,2.2%,5,1.0%,98,20.0%,79,16.1%,378,77.0%,84.1%
84X233,Family Life Academy Charter School II,2014-15,205,0,50,53,75,27,0,0,0,0,0,0,0,0,0,104,50.7%,101,49.3%,0,0.0%,66,32.2%,139,67.8%,0,0.0%,0,0.0%,26,12.7%,25,12.2%,205,100.0%,85.7%
84X233,Family Life Academy Charter School II,2015-16,261,0,54,52,57,70,28,0,0,0,0,0,0,0,0,133,51.0%,128,49.0%,2,0.8%,70,26.8%,189,72.4%,0,0.0%,0,0.0%,29,11.1%,32,12.3%,242,92.7%,83.1%
84X233,Family Life Academy Charter School II,2016-17,294,0,49,54,51,51,65,24,0,0,0,0,0,0,0,163,55.4%,131,44.6%,2,0.7%,82,27.9%,208,70.7%,1,0.3%,1,0.3%,38,12.9%,39,13.3%,276,93.9%,80.5%
84X233,Family Life Academy Charter School II,2017-18,485,0,44,52,52,49,49,66,75,48,50,0,0,0,0,274,56.5%,211,43.5%,3,0.6%,116,23.9%,363,74.8%,2,0.4%,1,0.2%,65,13.4%,63,13.0%,448,92.4%,87.4%
84X233,Family Life Academy Charter School II,2018-19,580,0,49,47,51,51,52,93,116,74,47,0,0,0,0,329,56.7%,251,43.3%,3,0.5%,136,23.4%,437,75.3%,3,0.5%,1,0.2%,79,13.6%,54,9.3%,525,90.5%,84.7%
84X255,Bronx Charter School for Excellence,2014-15,642,0,83,84,85,83,84,56,56,55,56,0,0,0,0,329,51.2%,313,48.8%,111,17.3%,304,47.4%,227,35.4%,0,0.0%,0,0.0%,67,10.4%,37,5.8%,499,77.7%,55.8%
84X255,Bronx Charter School for Excellence,2015-16,776,0,91,90,90,92,90,87,92,90,54,0,0,0,0,402,51.8%,374,48.2%,160,20.6%,342,44.1%,265,34.1%,6,0.8%,3,0.4%,81,10.4%,60,7.7%,575,74.1%,53.4%
84X255,Bronx Charter School for Excellence,2016-17,825,0,90,93,93,90,94,92,91,91,91,0,0,0,0,418,50.7%,407,49.3%,188,22.8%,338,41.0%,283,34.3%,10,1.2%,6,0.7%,73,8.8%,66,8.0%,634,76.8%,52.5%
84X255,Bronx Charter School for Excellence,2017-18,809,0,90,90,90,90,90,90,90,90,89,0,0,0,0,425,52.5%,384,47.5%,195,24.1%,319,39.4%,274,33.9%,11,1.4%,10,1.2%,79,9.8%,73,9.0%,654,80.8%,63.7%
84X255,Bronx Charter School for Excellence,2018-19,811,0,93,90,90,90,89,91,90,90,88,0,0,0,0,425,52.4%,386,47.6%,218,26.9%,302,37.2%,268,33.0%,13,1.6%,10,1.2%,88,10.9%,75,9.2%,644,79.4%,64.3%
84X256,Heketi Community Charter School,2014-15,194,0,45,46,51,52,0,0,0,0,0,0,0,0,0,99,51.0%,95,49.0%,0,0.0%,64,33.0%,127,65.5%,2,1.0%,1,0.5%,34,17.5%,33,17.0%,164,84.5%,83.3%
84X256,Heketi Community Charter School,2015-16,247,0,53,49,53,46,46,0,0,0,0,0,0,0,0,120,48.6%,127,51.4%,0,0.0%,71,28.7%,170,68.8%,4,1.6%,2,0.8%,44,17.8%,62,25.1%,212,85.8%,81.6%
84X256,Heketi Community Charter School,2016-17,278,0,52,52,47,50,43,34,0,0,0,0,0,0,0,139,50.0%,139,50.0%,1,0.4%,78,28.1%,194,69.8%,3,1.1%,2,0.7%,46,16.5%,62,22.3%,247,88.8%,81.8%
84X256,Heketi Community Charter School,2017-18,285,0,52,48,48,47,49,41,0,0,0,0,0,0,0,130,45.6%,155,54.4%,1,0.4%,74,26.0%,203,71.2%,5,1.8%,2,0.7%,48,16.8%,64,22.5%,262,91.9%,89.1%
84X256,Heketi Community Charter School,2018-19,267,0,39,49,49,42,48,40,0,0,0,0,0,0,0,125,46.8%,142,53.2%,0,0.0%,69,25.8%,191,71.5%,6,2.2%,1,0.4%,43,16.1%,51,19.1%,258,96.6%,88.5%
84X309,South Bronx Charter School for International Cultu,2014-15,437,0,108,107,62,65,53,42,0,0,0,0,0,0,0,226,51.7%,211,48.3%,3,0.7%,67,15.3%,362,82.8%,3,0.7%,2,0.5%,28,6.4%,121,27.7%,329,75.3%,84.5%
84X309,South Bronx Charter School for International Cultu,2015-16,440,0,108,111,58,53,61,49,0,0,0,0,0,0,0,240,54.5%,200,45.5%,2,0.5%,70,15.9%,363,82.5%,1,0.2%,4,0.9%,34,7.7%,151,34.3%,339,77.0%,84.5%
