DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
84K357,KIPP AMP CHARTER SCHOOL,28%,97%,93%,4.21,4.02,4.12,N/A,3.81,3.85
84K358,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,20%,48%,95%,4.54,4.37,4.69,N/A,4.27,4.20
84K359,THE UFT CHARTER SCHOOL,27%,95%,89%,2.99,2.82,3.51,N/A,3.30,3.30
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,49%,85%,95%,2.87,3.03,3.43,N/A,3.79,3.52
84K362,HELLENIC CLASSICAL CHARTER SCHOOL,76%,100%,100%,4.79,4.66,4.99,N/A,4.64,4.60
84K367,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,15%,1%,4%,N/A,N/A,N/A,N/A,N/A,N/A
84K379,EXPLORE EXCEL CHARTER SCHOOL,89%,94%,98%,3.68,3.64,3.48,N/A,3.91,3.67
84K395,NEW VISIONS A.I.M. CHARTER HIGH SCHOOL I,22%,100%,72%,2.85,3.18,2.43,N/A,2.77,2.65
84K406,"EMBER CHARTER SCHOOL FOR MINDFUL EDUCATION, INNOVATION AND TRANSFORMATION",44%,100%,100%,3.86,3.94,3.66,N/A,4.09,3.33
84K417,URBAN DOVE CHARTER SCHOOL,36%,100%,79%,3.50,3.54,2.96,N/A,3.08,3.34
84K473,WILLIAMSBURG CHARTER HIGH SCHOOL,69%,97%,89%,3.50,3.03,3.41,N/A,3.66,3.24
84K486,NEW DAWN CHARTER HIGH SCHOOL,98%,97%,66%,3.97,3.97,3.60,N/A,4.14,4.56
84K508,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,15%,48%,83%,3.58,3.87,3.80,N/A,4.46,3.93
84K517,LEADERSHIP PREP BEDFORD STUYVESANT UNCOMMON PREP CHARTER SCHOOL,25%,87%,39%,3.64,3.18,3.77,N/A,3.80,3.33
84K536,COMMUNITY ROOTS CHARTER SCHOOL,70%,66%,93%,4.44,4.24,3.98,N/A,4.64,4.30
84K538,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,32%,54%,90%,4.53,4.58,3.74,N/A,4.37,4.46
84K593,EXCELLENCE BOYS CHARTER SCHOOL,39%,93%,78%,3.65,3.87,3.69,N/A,4.18,3.35
84K608,KINGS COLLEGIATE CHARTER SCHOOL,62%,92%,90%,3.50,3.50,3.79,N/A,3.86,3.65
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,17%,32%,44%,2.95,3.37,3.63,N/A,N/A,N/A
84K648,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,67%,89%,98%,3.77,3.29,4.04,N/A,4.17,3.97
84K649,LA CIMA CHARTER SCHOOL,52%,60%,N/A,2.80,2.86,4.13,N/A,3.81,3.48
84K651,PAVE ACADEMY CHARTER SCHOOL,15%,42%,61%,1.00,1.74,2.57,N/A,N/A,N/A
84K652,BROOKLYN ASCEND CHARTER SCHOOL,65%,100%,94%,2.65,2.14,2.53,N/A,3.69,3.12
84K680,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,17%,25%,91%,N/A,N/A,N/A,N/A,N/A,N/A
84K693,NORTHSIDE CHARTER HIGH SCHOOL,78%,96%,98%,4.23,4.35,3.99,N/A,2.46,3.92
84K701,BROOKLYN CHARTER SCHOOL,92%,96%,N/A,2.84,3.39,2.96,N/A,4.28,4.05
84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL,15%,50%,88%,3.43,3.63,3.34,N/A,4.46,3.70
84K704,EXPLORE CHARTER SCHOOL,79%,96%,99%,3.38,3.67,3.08,N/A,4.00,2.99
84K707,BROOKLYN PROSPECT CHARTER SCHOOL,34%,49%,84%,3.82,3.53,3.73,N/A,3.71,3.80
84K710,BROWNSVILLE COLLEGIATE CHARTER SCHOOL,51%,68%,87%,2.94,2.46,3.60,N/A,3.13,3.29
84K711,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,46%,97%,84%,2.63,2.91,3.23,N/A,4.00,3.07
84K712,EXCELLENCE GIRLS CHARTER SCHOOL,42%,79%,79%,3.65,3.42,3.03,N/A,3.71,3.05
84K724,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),68%,92%,71%,2.41,2.47,3.74,N/A,3.72,2.16
84K730,SUMMIT ACADEMY CHARTER SCHOOL,80%,58%,67%,2.73,2.42,2.66,N/A,4.48,3.64
84K731,BROOKLYN EXCELSIOR CHARTER SCHOOL,1%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K733,"MATH, ENGINEERING, AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",21%,96%,76%,3.20,2.64,2.56,N/A,3.16,3.42
84K736,NEW AMERICAN ACADEMY CHARTER SCHOOL,79%,92%,N/A,3.45,3.77,2.84,N/A,4.46,4.12
84K737,BROWNSVILLE ASCEND CHARTER SCHOOL,73%,86%,89%,3.30,3.46,3.43,N/A,3.35,3.71
84K738,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE III,86%,100%,94%,3.48,3.17,3.26,N/A,3.36,2.98
84K739,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,19%,91%,91%,2.24,2.30,2.51,N/A,3.61,2.91
84K740,BROOKLYN SCHOLARS CHARTER SCHOOL,22%,58%,31%,3.72,3.72,3.81,N/A,4.09,3.59
84K741,SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),17%,2%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K742,EXPLORE EMPOWER CHARTER SCHOOL,86%,86%,93%,2.03,1.97,2.61,N/A,3.35,2.88
84K744,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,47%,93%,87%,3.85,3.70,3.75,N/A,4.09,3.85
84K746,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,63%,92%,85%,3.18,3.01,2.63,N/A,3.25,2.93
84K752,SUCCESS ACADEMY FORT GREENE (BROOKLYN 5),13%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K756,SUCCESS ACADEMY PROSPECT HEIGHTS (BROOKLYN 6),13%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K757,UNITY PREP CHARTER SCHOOL,37%,54%,83%,3.06,3.17,2.91,N/A,3.79,3.04
84K758,BROOKLYN URBAN GARDEN CHARTER SCHOOL,54%,71%,74%,3.79,3.44,3.28,N/A,3.88,3.26
84K759,CANARSIE ASCEND CHARTER SCHOOL,54%,99%,100%,3.62,3.59,4.14,N/A,4.18,3.95
84K766,THE INTERNATIONAL CHARTER SCHOOL OF NEW YORK,81%,94%,N/A,3.13,2.72,2.45,N/A,4.00,3.42
84K769,HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN,76%,82%,98%,3.26,3.14,3.12,N/A,4.09,3.97
84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST - NEW YORK 3,39%,60%,N/A,4.38,3.99,4.38,N/A,4.18,3.86
84K774,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,17%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K775,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,31%,77%,31%,3.30,3.17,3.47,N/A,3.95,3.08
84K777,OCEAN HILL COLLEGIATE CHARTER SCHOOL,27%,48%,83%,3.54,3.63,3.69,N/A,3.91,3.32
84K780,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,15%,3%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84K781,SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NEW YORK 4,22%,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K782,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,90%,100%,94%,3.87,3.86,3.28,N/A,3.91,3.21
84K784,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,29%,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K785,IMAGINE ME LEADERSHIP CHARTER SCHOOL,48%,95%,N/A,4.33,4.65,3.89,N/A,4.09,4.21
84K788,ACHIEVEMENT FIRST LINDEN ELEMENTARY SCHOOL,27%,82%,N/A,3.27,3.53,3.11,N/A,4.46,3.93
84K789,COMPASS CHARTER SCHOOL,54%,89%,N/A,3.09,2.40,2.93,N/A,4.00,2.85
84K790,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,60%,98%,N/A,2.35,2.24,2.54,N/A,3.72,4.04
84K791,BROOKLYN DREAMS CHARTER SCHOOL,15%,2%,2%,N/A,N/A,N/A,N/A,N/A,N/A
84K792,THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,100%,100%,N/A,3.54,3.35,2.91,N/A,4.28,3.89
84K793,BUSHWICK ASCEND CHARTER SCHOOL,65%,79%,86%,3.58,3.55,3.38,N/A,3.91,3.93
84K803,BROOKLYN LAB CHARTER SCHOOL,14%,72%,65%,2.57,2.57,2.72,N/A,3.39,2.96
84K807,COLLEGIATE ACADEMY FOR MATH AND PERSONAL AWARENESS CHARTER SCHOOL,14%,42%,0%,4.72,3.93,3.89,N/A,N/A,N/A
84K879,BROOKLYN PROSPECT CHARTER SCHOOL DOWNTOWN,47%,69%,75%,3.97,4.29,3.83,N/A,4.09,4.22
84K882,SUCCESS ACADEMY CHARTER SCHOOL - BUSHWICK,19%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K886,SUCCESS ACADEMY CHARTER SCHOOL - FLATBUSH,12%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84K892,BROOKLYN EMERGING LEADERS ACADEMY,84%,95%,80%,4.12,4.22,4.15,N/A,4.61,4.28
84K895,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL 2,60%,92%,N/A,3.23,2.46,2.32,N/A,3.72,3.02
84K910,CYPRESS HILLS ASCEND CHARTER SCHOOL,36%,77%,N/A,2.83,3.56,4.09,N/A,3.72,3.32
84K911,BROOKLYN LABORATORY CHARTER HIGH SCHOOL,33%,60%,60%,3.06,3.00,3.51,N/A,3.66,3.07
84M065,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,43%,90%,85%,2.94,2.17,2.75,N/A,3.39,2.47
84M068,KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,37%,42%,82%,3.89,3.84,3.87,N/A,4.37,3.94
84M080,MANHATTAN CHARTER SCHOOL II,57%,100%,N/A,3.58,2.99,3.65,N/A,3.91,3.31
84M085,GLOBAL COMMUNITY CHARTER SCHOOL,85%,86%,N/A,4.04,4.13,3.61,N/A,4.37,3.93
84M100,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,1%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M168,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,13%,100%,0%,3.79,3.06,2.63,N/A,3.63,2.62
84M174,SUCCESS ACADEMY UNION SQUARE (MANHATTAN 1),2%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M186,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,57%,78%,88%,2.57,2.35,2.57,N/A,3.44,2.85
84M202,GREAT OAKS CHARTER SCHOOL,36%,52%,63%,2.77,2.42,2.70,N/A,3.51,2.97
84M204,CAPITAL PREPARATORY (CP) HARLEM CHARTER SCHOOL,19%,28%,55%,N/A,N/A,N/A,N/A,N/A,N/A
84M263,NEW YORK CITY CHARTER SCHOOL OF THE ARTS,23%,0%,91%,N/A,N/A,N/A,N/A,N/A,N/A
84M265,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS - NEW YORK 1,23%,64%,N/A,3.35,3.15,4.21,N/A,4.09,2.98
84M279,THE OPPORTUNITY CHARTER SCHOOL,32%,73%,87%,2.46,2.83,2.12,N/A,2.93,2.74
84M284,HARLEM CHILDREN'S ZONE PROMISE ACADEMY 1 CHARTER SCHOOL,41%,72%,89%,2.96,3.14,3.05,N/A,3.22,3.28
84M295,SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL,53%,97%,92%,3.13,3.55,4.28,N/A,4.25,3.89
84M320,MANHATTAN CHARTER SCHOOL,88%,95%,N/A,3.85,3.81,3.65,N/A,4.00,4.40
84M329,HARLEM LINK CHARTER SCHOOL,67%,63%,N/A,4.05,4.01,3.89,N/A,4.55,4.42
84M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,36%,90%,75%,3.01,3.33,2.96,N/A,3.91,2.54
84M335,HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,21%,95%,77%,2.00,1.95,2.41,N/A,3.81,2.51
84M336,KIPP INFINITY CHARTER SCHOOL,38%,87%,88%,3.58,3.35,3.94,N/A,4.00,3.84
84M337,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,94%,100%,N/A,4.72,4.96,3.38,N/A,4.99,4.90
84M338,WHIN MUSIC COMMUNITY,57%,96%,N/A,2.28,1.15,2.05,N/A,3.91,2.06
84M341,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,54%,61%,81%,2.99,3.32,2.68,N/A,3.35,3.38
84M350,DEMOCRACY PREP CHARTER SCHOOL,63%,95%,86%,2.98,2.94,3.05,N/A,3.23,2.57
84M351,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1,1%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,83%,88%,90%,3.79,3.83,3.76,N/A,4.32,3.89
84M357,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 6,27%,64%,N/A,3.99,3.92,4.57,N/A,4.64,3.38
84M373,ZETA CHARTER SCHOOLS   NEW YORK CITY 1,52%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84M382,DREAM CHARTER SCHOOL,75%,97%,82%,2.66,2.44,3.06,N/A,4.04,3.08
84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2,9%,20%,1%,N/A,N/A,N/A,N/A,N/A,N/A
84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3,6%,1%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M386,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4,14%,60%,N/A,3.65,3.27,4.47,N/A,3.44,3.59
84M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,91%,88%,99%,4.52,4.40,4.68,N/A,3.95,4.56
84M430,THE EQUITY PROJECT CHARTER SCHOOL (TEP),100%,99%,97%,4.00,4.09,4.37,N/A,4.46,4.31
84M433,RENAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,75%,98%,87%,2.83,2.37,2.87,N/A,2.30,2.88
84M478,INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,78%,100%,75%,3.76,3.89,3.11,N/A,3.71,4.20
84M481,DEMOCRACY PREP HARLEM CHARTER SCHOOL,80%,89%,77%,3.22,3.33,3.00,N/A,3.79,2.99
84M482,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,11%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M483,NEW YORK FRENCH AMERICAN CHARTER SCHOOL,61%,39%,0%,3.23,3.53,3.87,N/A,3.53,3.16
84M518,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,60%,69%,74%,3.27,3.44,3.14,N/A,3.81,3.64
84M522,BROOME STREET ACADEMY CHARTER SCHOOL,14%,82%,36%,2.51,2.51,3.19,N/A,2.28,2.68
84M523,SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,19%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84M702,SISULU-WALKER CHARTER SCHOOL OF HARLEM,49%,100%,N/A,4.30,4.24,3.97,N/A,4.46,4.44
84M704,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,61%,84%,96%,3.56,3.87,3.43,N/A,3.81,3.49
84M705,AMBER CHARTER SCHOOL,89%,88%,N/A,3.92,3.81,4.12,N/A,4.18,3.87
84M707,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,47%,79%,50%,3.91,4.04,4.26,N/A,4.29,4.48
84M708,HARLEM PREP CHARTER SCHOOL,82%,83%,86%,3.52,3.29,3.26,N/A,3.57,3.29
84M709,HARLEM VILLAGE ACADEMY WEST CHARTER SCHOOL,64%,96%,91%,1.42,1.74,2.50,N/A,3.44,2.12
84M726,KIPP STAR COLLEGE PREP CHARTER SCHOOL,31%,44%,94%,3.54,3.58,3.59,N/A,4.18,3.49
84M861,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,52%,100%,100%,3.84,3.75,3.43,N/A,3.91,3.59
84M888,HARLEM VILLAGE ACADEMY HS,56%,100%,87%,2.76,2.80,2.38,N/A,2.03,2.75
84M999,KIPP NYC COLLEGE PREP,17%,14%,6%,N/A,N/A,N/A,N/A,N/A,N/A
84Q083,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,88%,92%,97%,3.99,3.95,4.36,N/A,3.33,4.13
84Q170,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,74%,69%,N/A,3.46,3.67,3.57,N/A,4.28,3.68
84Q298,MIDDLE VILLAGE PREP CHARTER SCHOOL,30%,36%,91%,3.40,3.04,3.97,N/A,3.07,3.62
84Q304,VOICE CHARTER SCHOOL OF NEW YORK,46%,60%,96%,3.42,3.03,4.03,N/A,3.25,3.65
84Q320,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE IV,47%,95%,85%,3.05,2.87,3.19,N/A,3.43,2.92
84Q321,GROWING UP GREEN CHARTER SCHOOL,65%,99%,93%,3.68,3.56,3.51,N/A,4.09,3.91
84Q337,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE - NEW YORK 5,2%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q339,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS - NEW YORK 6,3%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q340,CHALLENGE PREPARATORY CHARTER SCHOOL,83%,92%,99%,3.95,3.84,3.74,N/A,3.44,3.43
84Q341,RIVERTON STREET CHARTER SCHOOL,14%,8%,90%,N/A,N/A,N/A,N/A,N/A,N/A
84Q342,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,53%,56%,N/A,2.09,1.60,3.49,N/A,4.09,2.25
84Q359,ACADEMY OF THE CITY CHARTER SCHOOL,80%,87%,N/A,4.03,4.19,4.31,N/A,4.37,4.01
84Q372,GROWING UP GREEN CHARTER SCHOOL II,74%,93%,N/A,2.83,3.01,2.70,N/A,4.09,3.73
84Q373,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES IV,40%,100%,86%,3.23,3.07,3.30,N/A,4.00,3.45
84Q374,SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA,7%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q375,SUCCESS ACADEMY CHARTER SCHOOL - FAR ROCKAWAY,19%,5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q380,FORTE PREPARATORY ACADEMY CHARTER SCHOOL,98%,48%,95%,3.95,4.41,4.70,N/A,4.50,4.55
84Q385,ELM COMMUNITY CHARTER SCHOOL,92%,92%,N/A,4.40,4.07,4.42,N/A,4.28,4.55
84Q386,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,24%,53%,N/A,2.75,2.11,2.66,N/A,4.37,3.00
84Q704,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,74%,44%,N/A,3.72,3.98,3.98,N/A,4.09,3.86
84Q705,RENAISSANCE CHARTER SCHOOL,69%,82%,100%,3.93,3.57,3.84,N/A,4.11,3.85
84Q706,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,47%,64%,94%,3.77,3.62,2.64,N/A,3.91,3.37
84R012,NEW VENTURES CHARTER SCHOOL,25%,100%,85%,4.11,3.91,3.75,N/A,2.60,4.18
84R067,JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,81%,100%,94%,4.61,4.47,3.85,N/A,3.48,4.16
84R070,LOIS AND RICHARD NICOTRA EARLY COLLEGE CHARTER SCHOOL,78%,100%,99%,3.52,3.54,2.79,N/A,2.93,3.18
84R073,NEW WORLD PREPARATORY CHARTER SCHOOL,81%,100%,100%,3.29,3.12,2.96,N/A,3.51,3.01
84X124,CHILDREN'S AID COLLEGE PREP CHARTER SCHOOL,74%,91%,90%,3.87,3.96,3.55,N/A,3.72,3.52
84X165,GRAND CONCOURSE CHARTER SCHOOL,92%,100%,99%,3.76,3.52,3.98,N/A,3.63,3.65
84X177,MOTT HALL CHARTER SCHOOL,87%,88%,100%,3.72,3.70,3.86,N/A,3.66,3.72
84X185,BRONX LIGHTHOUSE CHARTER SCHOOL,77%,92%,83%,2.92,2.51,3.33,N/A,3.10,2.68
84X200,NEW VISIONS A.I.M. CHARTER HIGH SCHOOL II,34%,100%,67%,3.32,2.42,3.02,N/A,1.25,2.57
84X202,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,62%,93%,95%,3.85,3.85,3.80,N/A,3.22,3.82
84X208,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,16%,67%,96%,3.24,3.25,3.06,N/A,3.93,3.23
84X255,BRONX CHARTER SCHOOL FOR EXCELLENCE,85%,70%,34%,3.75,3.19,3.36,N/A,2.81,3.27
84X256,HEKETI COMMUNITY CHARTER SCHOOL,59%,55%,N/A,3.77,3.84,3.61,N/A,4.46,3.92
84X309,SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,72%,100%,100%,3.71,3.59,4.32,N/A,3.44,3.43
84X345,HYDE LEADERSHIP CHARTER SCHOOL,69%,90%,86%,3.71,3.42,3.34,N/A,4.00,3.69
84X346,SOUTH BRONX CLASSICAL CHARTER SCHOOL,100%,79%,100%,3.04,3.08,3.10,N/A,3.91,3.21
84X364,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,83%,94%,100%,3.22,3.43,4.35,N/A,4.00,3.94
84X380,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,15%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84X387,BRILLA COLLEGE PREP CHARTER SCHOOL,97%,95%,95%,3.56,3.79,3.62,N/A,4.46,4.06
84X389,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,56%,42%,99%,3.26,3.50,3.41,N/A,2.89,2.61
84X393,UNIVERSITY PREP CHARTER HIGH SCHOOL,32%,89%,93%,3.54,3.71,3.88,N/A,3.86,3.73
84X394,MOTT HAVEN ACADEMY CHARTER SCHOOL,90%,93%,100%,3.75,3.96,3.70,N/A,4.55,4.00
84X395,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEERING AND CONSTRUCTION INDUSTRIES (AECI)",98%,95%,99%,3.73,3.99,3.91,N/A,4.47,4.01
84X398,BRONX COMMUNITY CHARTER SCHOOL,77%,95%,98%,3.70,3.50,3.43,N/A,4.37,3.99
84X407,BRONX CHARTER SCHOOL FOR CHILDREN,58%,52%,N/A,3.46,3.71,3.95,N/A,3.91,3.78
84X419,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,100%,100%,54%,4.36,4.42,4.12,N/A,4.46,4.17
84X422,ICAHN CHARTER SCHOOL 3,2%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84X429,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,8%,80%,79%,2.87,2.17,2.68,N/A,1.00,2.19
84X460,ATMOSPHERE CHARTER SCHOOL,74%,80%,95%,3.75,3.95,3.91,N/A,4.12,3.72
84X461,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,68%,94%,98%,3.19,2.51,3.08,N/A,3.71,3.32
84X464,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4 - NEW YORK 2,24%,72%,N/A,3.91,3.61,3.79,N/A,4.18,3.63
84X465,BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,53%,52%,N/A,2.91,3.52,3.43,N/A,4.46,3.72
84X471,AMERICAN DREAM CHARTER SCHOOL,84%,96%,89%,4.45,4.16,4.23,N/A,4.63,4.36
84X472,FAMILY LIFE ACADEMY CHARTER SCHOOL III,0%,85%,N/A,4.16,4.13,4.13,N/A,N/A,N/A
84X482,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,100%,100%,100%,3.81,3.92,3.97,N/A,4.40,4.14
84X484,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,69%,75%,N/A,3.66,3.71,3.91,N/A,4.28,3.54
84X486,ROSALYN YALOW CHARTER SCHOOL,70%,93%,N/A,3.60,3.78,3.97,N/A,3.81,3.72
84X487,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,62%,93%,93%,3.02,3.21,2.78,N/A,3.63,3.07
84X488,THE EQUALITY CHARTER SCHOOL,62%,79%,93%,3.56,3.82,3.19,N/A,3.55,3.55
84X489,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,69%,60%,N/A,3.83,3.82,4.30,N/A,4.00,3.92
84X491,ACADEMIC LEADERSHIP CHARTER SCHOOL,94%,96%,98%,3.56,3.47,4.08,N/A,3.72,3.61
84X492,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,93%,94%,97%,4.36,4.52,3.55,N/A,3.81,3.75
84X493,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,2%,64%,0%,4.07,3.50,4.76,N/A,3.53,2.81
84X494,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,43%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84X496,ICAHN CHARTER SCHOOL 4,2%,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A
84X497,STOREFRONT ACADEMY CHARTER SCHOOL,55%,90%,N/A,4.08,3.88,3.86,N/A,4.28,4.08
84X539,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,81%,88%,86%,3.50,3.61,3.78,N/A,3.16,3.58
84X553,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES,92%,90%,96%,3.57,4.09,3.28,N/A,4.02,3.50
84X554,NEW YORK CITY MONTESSORI CHARTER SCHOOL,21%,78%,N/A,4.43,4.09,4.55,N/A,4.09,3.78
84X579,BRONX CHARTER SCHOOL FOR EXCELLENCE II,100%,91%,N/A,3.94,2.96,3.33,N/A,3.35,4.17
84X581,SOUTH BRONX COMMUNITY CHARTER SCHOOL,35%,88%,69%,3.35,3.06,3.00,N/A,4.13,3.39
84X585,LEGACY COLLEGE PREPARATORY,84%,90%,83%,2.63,2.85,2.85,N/A,3.64,2.51
84X586,BRILLA VERITAS CHARTER SCHOOL,99%,100%,N/A,4.39,4.54,4.48,N/A,4.73,4.50
84X587,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL BRONX,95%,100%,N/A,4.47,4.92,3.84,N/A,4.83,4.92
84X588,SOUTH BRONX CLASSICAL CHARTER SCHOOL  IV,65%,78%,N/A,3.17,3.48,3.98,N/A,4.28,3.94
84X589,BRONX CHARTER SCHOOL FOR EXCELLENCE 3,70%,24%,N/A,N/A,N/A,N/A,N/A,3.44,4.30
84X592,AMBER CHARTER SCHOOL II,98%,100%,N/A,3.90,3.74,3.28,N/A,4.37,3.68
